id,lat,lon,score
13:08:20,56.7714397,61.3265371,1380000
14:36:10,56.1443201,44.1946326,1650000
11:09:14,54.8934613,38.0789395,2200000
11:32:28,55.9589987,38.035054,4550000
15:24:56,51.8065028,107.6587536,4800000
14:40:22,57.64913,39.946823,1150000
11:26:47,60.0111721,30.2437953,7100000
13:53:59,47.228601,39.703883,2350000
20:15:51,60.061924,30.4731417,2350000
21:20:25,59.8491039,30.3141123,8500000
14:49:22,63.5659569,53.6612008,1050000
20:34:52,54.524271,52.807177,1500000
23:50:20,55.4508833,37.5420696,3468912
19:27:04,45.0821634,39.1996631,2700000
12:31:40,56.8757566,53.291533,2400000
13:02:33,56.4964303,60.2373511,2450000
13:27:09,59.9814905,30.3717295,3830000
12:36:14,55.9493208,37.1802937,3590000
21:48:53,65.9890409,57.5406513,2980000
13:41:12,55.7403214,38.0228009,2750000
02:15:15,43.4847646,43.5942119,6800000
08:59:31,55.888657,37.4303702,13825000
14:11:48,55.7770621,49.2167663,4000000
14:49:04,45.067703,38.954166,3800000
11:01:44,56.865892,53.2352957,4630000
11:09:19,56.865892,53.2352957,4300000
12:09:54,55.6511052,51.7998882,3500000
14:22:07,61.6726395,50.7817356,1150000
23:42:28,46.049551,38.166542,2180000
10:40:59,55.5799788,38.2485275,5300000
11:05:52,55.5752478,38.2531333,4200000
13:01:53,54.8886973,38.6052049,1500000
15:52:13,55.704428,37.766989,5750000
14:26:40,56.3491983,30.5329775,1350000
08:22:14,56.3891952,61.9614227,1650000
12:11:49,47.2318203,39.7086225,5350000
15:09:04,55.5065146,37.9481675,5200000
17:08:39,55.7244072,37.7409377,11535000
22:52:08,59.9992721,29.7702254,3900000
23:16:17,56.0944479,37.5039916,3400000
14:53:43,47.1974908,39.6263036,2290000
15:59:26,43.0208992,44.652087,1300000
07:34:59,55.4004556,86.0184299,1080000
12:45:42,45.019793,39.039489,5500000
15:35:00,45.1028818,38.6376167,1000000
16:24:01,45.0623092,38.9657259,2900000
10:52:34,59.8703882,29.8671938,4500000
11:11:07,65.1328754,57.1568845,1200000
14:37:09,58.0208111,38.848565,2040000
13:19:37,56.128531,47.344013,2200000
13:41:50,56.0787168,54.235706,2350000
21:30:29,59.892994,30.4140096,6680000
10:01:55,59.9125233,29.7812802,2150000
16:47:23,55.7362897,49.1002256,3100000
12:52:00,56.334567,38.142952,2900000
16:20:50,57.6215477,39.8977411,1350000
16:29:05,46.6861046,38.2920057,2600000
21:07:14,59.8513073,30.0216431,7101000
01:10:31,56.0666344,37.3794319,3900000
12:50:34,55.7238127,37.4347638,6990000
09:49:05,56.874725,53.239742,1000000
16:26:10,47.1383299,39.7507179,3300000
09:14:37,47.2745017,38.9277634,1590000
23:00:02,55.4951868,37.5543618,5500000
07:38:12,55.10736,61.616595,2050000
13:59:57,56.6496542,47.897717,1950000
09:59:55,56.7990297,59.9012546,1350000
11:13:53,45.0648634,39.0371658,2430000
11:54:05,43.504688,43.627886,2400000
12:48:28,47.2367538,39.8040792,2700000
20:50:22,54.1864545,45.1459586,1320000
11:43:02,56.7607948,60.701983,4000000
15:38:03,59.9230199,30.4489763,6390000
15:59:39,55.3999414,37.768844,3700000
16:00:13,59.919874,30.371959,8280000
10:33:09,59.7009509,30.3958856,2991978
10:33:17,60.022958,30.370369,5800000
14:34:28,59.454253,29.5000055,1980000
20:46:50,58.631363,59.7853588,3150000
09:18:43,56.1205946,93.331962,2600000
10:50:24,43.4923108,43.5935978,2350000
11:31:39,55.8863052,37.4326773,10499000
09:30:45,57.6073975,39.8395594,2600000
09:15:28,53.3354981,83.7882999,2220000
10:57:36,56.7439851,38.881941,1250000
12:13:13,56.3062548,38.1502661,3100000
12:41:19,44.0289752,43.0534628,2400000
15:06:10,45.084112,39.020193,1150000
07:39:22,55.7029452,37.8871138,5399940
07:43:24,55.6968448,37.9073245,5904800
07:43:24,55.87287,37.59311,8806100
07:43:27,55.6968448,37.9073245,5969650
07:43:29,55.6968448,37.9073245,4235680
09:37:24,55.915306,37.720106,8677850
16:41:30,55.8257648,49.0725279,3600000
10:32:32,56.109963,92.913702,2420000
16:08:22,58.234476,68.274701,2650000
17:07:12,55.6388284,37.5384822,13700000
10:27:23,43.48278,43.574858,3100000
12:45:28,59.9391313,30.3159004,10272240
12:56:21,59.9305317,30.6205086,4100000
06:46:31,47.23871,39.8082432,3500000
20:01:49,56.2318163,43.4362229,1950000
21:00:59,60.0393986,30.4494963,2750000
10:03:59,55.5396746,37.7167903,4458000
10:04:00,55.5633379,37.851372,6332000
10:43:29,55.7485953,37.9252958,5158890
20:00:52,55.5774674,38.2052556,3750000
23:47:42,55.5774674,38.2052556,3690000
01:46:17,55.629221,37.518542,9500000
07:41:49,55.7659045,52.4191332,2730000
18:31:05,43.403842,40.003363,3445000
15:57:53,59.5717476,30.1194336,2700000
12:06:07,53.087794,91.410785,1200000
12:27:34,55.6832456,37.8689023,6800000
07:39:01,55.4115543,36.7162291,3750000
08:30:21,56.9086605,59.942029,1200000
11:23:45,45.053582,39.031826,4200000
13:26:39,45.026138,39.018226,2550000
16:12:05,56.493675,38.181607,2100000
22:40:48,44.7689895,39.8649958,1350000
02:52:47,54.1709324,45.1423289,2600000
13:01:31,45.063699,39.036884,2960000
18:34:07,45.133927,39.008272,2550000
19:45:13,53.5292897,49.17818,1110000
10:52:24,44.99311,39.068316,2850000
11:46:08,55.8116984,49.195913,2160000
13:02:23,55.7649561,38.4460706,2500000
13:09:09,55.7042711,37.9420436,4368880
14:57:20,43.9172201,42.7080805,1750000
12:02:58,45.0725309,39.0384593,3300000
16:00:02,59.8262216,30.207174,4990000
18:52:04,54.7393328,83.058362,2100000
09:29:44,45.1054739,38.9697956,2190000
13:37:37,45.020991,39.045768,2490000
14:40:58,43.626335,39.698437,7500000
18:44:37,55.4846387,37.3067639,10550000
10:42:05,55.7042711,37.9420436,8037466
11:41:49,45.09787,39.005326,1750000
12:52:35,55.7042711,37.9420436,6217920
14:26:50,47.52453,42.193382,1690000
14:45:34,59.8615511,30.3427614,4800000
14:54:02,59.9489239,30.2421301,6380000
15:08:37,59.9153024,30.4816295,4900000
15:14:07,59.918065,30.505386,3200000
16:43:06,55.8792639,37.3137409,6950000
17:57:18,47.199913,39.654817,2700000
20:57:17,59.9898689,29.7881002,5000000
09:10:33,56.8977241,60.5733406,3490000
10:34:17,59.8498956,30.3536147,3735430
11:52:32,45.03433,38.905226,2250000
15:22:51,53.3442883,83.6632084,2750000
15:30:03,56.114403,47.4960436,1000000
15:33:12,51.3691544,42.1155192,1690000
16:42:58,55.859248,37.1266372,2950000
17:58:30,55.3752075,39.0553288,1800000
18:44:08,59.845437,30.115149,2153836
18:48:13,59.845437,30.115149,2149764
21:57:43,60.0135965,30.3883656,10470000
12:50:02,55.6807931,37.4845931,15800000
12:58:41,55.802925,38.457947,3150000
13:21:11,59.9215495,30.4336026,8771000
18:12:19,55.9634074,37.9126379,2650000
08:46:05,55.552408,37.552157,7000000
10:05:01,43.6230269,39.7488778,4700000
09:32:26,61.7675242,34.3784484,2000000
09:32:49,55.6757857,37.6647249,12500000
10:02:28,45.028744,38.978601,1749000
16:41:31,51.6364936,39.2731042,1330000
17:51:10,57.5797443,39.849094,3200000
12:57:15,43.6286394,39.7213167,3200000
13:47:22,45.1144372,38.9915437,2700000
00:19:05,47.223688,39.714968,3750000
15:42:22,47.249519,39.717744,2420000
00:02:02,60.0810272,30.3409889,4500000
00:03:33,56.7944975,53.1860188,1375000
00:04:14,55.7120531,49.1813351,3150000
00:08:14,59.9391313,30.3159004,9300000
00:09:12,60.058138,30.2912622,8300000
00:10:33,55.5677216,37.4445694,10500000
00:14:24,45.0922453,39.0083362,2100000
00:14:46,45.042604,38.994833,3200000
00:15:18,44.6727019,37.7873634,2800000
00:15:30,45.092175,38.907535,2250000
00:15:38,44.8898336,37.3128991,4700000
00:15:39,45.040216,38.975996,8499999
00:15:53,45.026979,39.087656,3000000
00:16:09,45.092175,38.907535,2581500
00:16:15,44.7109441,37.7773073,2662000
00:16:23,45.0391977,38.913218,2299000
00:16:55,44.5548253,38.0750783,10250000
00:18:00,44.6812389,37.786473,6300000
00:18:23,45.093995,39.001463,1900000
00:18:27,44.998382,39.076221,1880000
00:18:39,45.0972055,39.0297997,990000
00:19:03,47.2239119,39.702144,10250000
00:19:11,45.0660632,38.9665226,2550000
00:19:22,44.0542947,43.0372682,1500000
00:19:47,44.9954885,39.0762484,1990000
00:20:08,45.09005,39.004454,2300000
00:20:23,45.043948,38.943306,10500000
00:20:25,45.05271,39.01791,5980000
00:20:40,45.0929799,38.9112931,1399000
00:20:47,45.092175,38.907535,1430000
00:20:55,45.0207193,38.9863091,9800000
00:21:08,45.0519865,38.9588649,8300000
00:22:34,45.055251,38.9681,5000000
00:22:51,45.05334,39.01863,3950000
00:25:18,45.071109,39.029967,3250000
00:26:53,60.0368892,30.2261228,6242346
00:26:58,45.1129419,39.0471961,1250000
00:27:04,45.121647,38.92655,4899000
00:27:47,42.9700151,47.5185726,3100000
00:27:53,45.054054,39.017705,2620000
00:28:01,55.7115804,37.3956114,6350000
00:28:07,45.008774,38.996925,3888800
00:28:17,45.052207,39.034153,3268000
00:28:20,45.0562898,39.0325793,3700000
00:29:10,55.166017,61.292384,2050000
00:29:46,56.6249,47.89191,2450000
00:30:49,55.6737145,37.7455594,9590400
00:31:01,45.0401604,38.9759647,3050000
00:31:06,45.090113,39.004886,2450000
00:31:09,45.052551,39.033138,1800000
00:34:02,45.0653921,38.9570975,11500000
00:34:05,45.1028976,38.978231,3420040
00:34:36,43.595028,39.736366,7500000
00:35:08,45.0614045,38.9456725,4665500
00:36:21,55.6737145,37.7455594,12834500
00:40:46,55.6737145,37.7455594,4990050
00:45:12,55.6737145,37.7455594,8686800
00:46:36,59.999408,30.206103,4900000
00:47:32,55.6737145,37.7455594,10922400
00:50:26,44.6727019,37.7873634,2900000
00:52:20,56.110533,47.2223089,1150000
00:52:53,55.7147315,38.2104552,2600000
00:53:01,58.0898712,56.3887247,1600000
00:53:11,44.8794194,37.3086079,6800000
00:53:34,44.0990441,39.079564,5400000
00:53:49,61.79891,34.335873,1760000
00:53:49,61.7559258,34.4371373,1969000
00:53:51,44.8794194,37.3086079,3699000
00:54:05,57.9568563,56.2411761,1800000
00:54:44,44.8661755,38.1536477,1900000
00:54:45,44.675917,37.789169,4800000
00:54:49,44.8661755,38.1536477,1550000
00:54:50,44.8876224,37.3030946,6500000
00:55:00,44.5911683,38.0426932,4069000
00:55:02,55.5477812,37.5701297,7600000
00:55:06,44.6751367,37.7843935,6400000
00:56:00,55.816377,37.9656188,5500000
00:56:11,44.5753673,38.083733,3462000
00:58:01,56.8563731,60.5611618,3400000
00:59:22,56.0796388,37.9308719,2050000
00:59:29,45.102565,38.9605,1350000
00:59:40,45.0531851,39.0158208,4700000
00:59:41,45.102559,38.970193,1400000
00:59:43,45.071771,38.956736,3600000
00:59:49,45.0670461,38.9597009,2400000
00:59:53,45.026228,38.904616,3600000
01:01:25,45.060223,39.001256,9300000
01:01:53,45.0419093,38.912694,3100000
01:02:20,45.097692,38.986488,2300000
01:02:25,45.002932,39.032841,4300000
01:04:18,45.0644,38.974118,10300000
01:04:22,45.064438,38.95484,5700000
01:04:24,45.054054,39.017705,6700000
01:04:31,45.071771,38.956736,2098000
01:04:33,45.0687201,38.9508366,2600000
01:04:50,45.040216,38.975996,3600000
01:04:55,45.094962,38.943486,1555555
01:04:55,45.0643704,38.9524864,3300000
01:05:05,45.05271,39.01791,5500000
01:06:05,45.0374119,38.9461799,3400000
01:06:10,45.092175,38.907535,1850000
01:06:38,45.0531851,39.0158208,3338027
01:06:40,45.007559,39.076409,3672000
01:07:09,45.1321823,38.9086423,2700000
01:07:31,45.053041,38.851822,2600000
01:08:38,54.5949431,52.4436141,1650000
01:10:30,45.145576,38.9944556,1750000
01:10:44,44.7109441,37.7773073,2591000
01:10:47,55.7909684,37.4753952,9564880
01:11:25,60.027467,30.256876,6581000
01:11:50,45.126639,40.9603779,595000
01:14:24,44.6759321,37.7868612,4086180
01:14:34,45.026731,39.089821,2950000
01:14:37,45.148383,38.9996392,1700000
01:14:39,45.1028976,38.978231,2279160
01:14:52,44.6759321,37.7868612,4821960
01:15:32,45.040668,38.997663,5700000
01:15:53,45.1028976,38.978231,1980480
01:15:56,45.1018005,38.972481,4000000
01:15:58,45.053143,39.019816,6000000
01:16:25,45.0614045,38.9456725,3367200
01:16:26,51.648443,39.188708,2080000
01:16:34,44.8703277,37.3367778,3238503
01:16:35,45.0500124,38.984306,6300000
01:16:36,45.045132,38.993711,1501500
01:16:45,45.040216,38.975996,8500000
01:17:27,55.7899861,37.4754634,9609080
01:18:22,45.0644472,38.9563685,3550000
01:18:27,45.092175,38.907535,1182000
01:18:30,45.0614045,38.9456725,4225900
01:18:36,45.092175,38.907535,2600000
01:18:40,45.073732,38.903924,1850000
01:18:45,45.092175,38.907535,2200000
01:19:28,45.0471141,39.1185627,815100
01:19:55,45.0598242,38.9443542,4406000
01:20:22,45.056779,39.034171,2050000
01:20:28,45.046915,39.109297,1813000
01:20:29,45.092175,38.907535,2766160
01:20:33,44.7397087,37.7236071,3850000
01:21:41,43.6520095,39.7150752,3450000
01:22:00,45.1017778,38.9485161,1650000
01:22:31,44.683589,37.784201,11000000
01:22:45,44.7235026,37.7686135,3200000
01:22:54,44.2533485,38.8509164,1070000
01:22:55,44.2533485,38.8509164,1282000
01:22:57,44.875795,37.3430958,3925740
01:23:02,44.6842704,37.7875115,5200000
01:23:16,44.875795,37.3430958,2099000
01:23:38,55.7909684,37.4753952,18974540
01:23:50,44.5069254,38.1300164,4135000
01:23:56,55.7909684,37.4753952,13293000
01:24:13,44.5909971,38.0598961,3800000
01:24:35,44.589863,38.04933,5250000
01:25:02,44.5548253,38.0750783,9500000
01:25:12,44.6759321,37.7868612,5908704
01:25:23,44.6759321,37.7868612,5933900
01:25:34,44.6759321,37.7868612,5507380
01:25:44,44.6759321,37.7868612,4355040
01:26:01,45.0614045,38.9456725,3006900
01:26:07,44.7235026,37.7686135,2500000
01:26:07,44.5528109,38.0993208,3300000
01:26:15,44.589863,38.04933,4937000
01:26:39,55.7273582,52.399596,2200000
01:26:55,44.5548253,38.0750783,8400000
01:27:40,44.881332,37.32662,12500000
01:27:55,55.7904694,37.4753504,25103560
01:29:50,44.5911683,38.0426932,3860000
01:30:30,44.8792656,37.3251457,8500000
01:30:41,54.946917,82.973008,1300000
01:30:42,55.0144633,83.0020738,1750000
01:30:45,54.9438939,82.9668414,1090000
01:30:48,54.94443,82.95908,890000
01:30:58,44.5911683,38.0426932,2356000
01:31:01,54.94623,82.97007,1450000
01:31:02,54.9449409,82.971643,1960000
01:31:02,54.943893,82.96749,1900000
01:31:13,54.943577,82.95886,1050000
01:31:16,54.943577,82.95886,1879000
01:31:18,55.03207,82.901215,2580000
01:31:19,54.9357496,82.8452699,1600000
01:31:22,54.9438939,82.9668414,1180000
01:31:22,44.5509747,38.0959943,2300000
01:31:24,54.94361,82.962845,980000
01:31:25,55.0144633,83.0020738,1300000
01:31:31,55.013916,83.00329,1750000
01:31:32,54.9471407,82.9585961,1440600
01:31:37,54.946224,82.968031,1050000
01:31:54,55.014108,83.0016615,1700000
01:31:55,55.017212,83.00393,2150000
01:32:09,55.0005736,82.98373,1370000
01:32:13,55.0139939,83.0033194,1003000
01:32:15,54.9460168,82.9728021,1500000
01:32:21,54.94443,82.95908,1600000
01:32:22,55.0303931,83.0155452,889000
01:32:24,55.0303931,83.0155452,906000
01:32:26,55.012889,83.000083,2300000
01:32:28,54.942858,82.963881,1020000
01:32:32,55.0303931,83.0155452,1287000
01:32:34,55.0303931,83.0155452,1301000
01:32:36,55.0303931,83.0155452,940240
01:32:47,54.94443,82.95908,957400
01:32:48,54.947786,82.970996,1450000
01:32:56,54.94361,82.962845,900000
01:32:57,54.943489,82.968319,1750000
01:33:03,44.8828257,37.3354416,2475000
01:33:10,44.8898336,37.3128991,5900000
01:33:15,55.0128402,83.0018862,1200000
01:33:20,54.9446991,82.9679225,2000000
01:33:23,54.942858,82.963881,800000
01:33:23,45.114849,38.986219,2700000
01:33:38,55.013916,83.00329,1905000
01:33:46,54.946644,82.96875,2190000
01:33:48,54.946644,82.96875,1800000
01:33:51,55.014108,83.0016615,1200000
01:33:52,54.942853,82.96,1240800
01:33:55,55.0303931,83.0155452,995000
01:33:57,44.5911683,38.0426932,2737000
01:33:59,54.944993,82.962031,980000
01:34:08,54.945236,82.961357,1120600
01:34:10,55.0333136,83.0250255,1320000
01:34:12,55.0168082,83.0089087,2310000
01:34:25,55.0169091,83.0067324,2150000
01:34:27,54.943893,82.96749,1630000
01:34:43,55.0333136,83.0250255,1850000
01:34:45,55.020946,83.008599,1400000
01:34:48,55.0144633,83.0020738,1150000
01:34:50,54.944957,82.96274,974100
01:34:51,55.014108,83.0016615,1850000
01:34:53,55.0303931,83.0155452,1948000
01:34:56,55.013916,83.00329,975000
01:35:00,55.0128402,83.0018862,2400000
01:35:03,55.0020643,83.0151639,4200000
01:35:16,54.94702,82.972235,1300000
01:35:22,55.0303931,83.0155452,1162216
01:35:22,55.0303931,83.0155452,940000
01:35:27,55.014108,83.0016615,1250000
01:35:29,54.9213159,82.9911603,1700000
01:35:30,55.0303931,83.0155452,1280000
01:35:32,55.017212,83.00393,1850000
01:35:34,55.0303931,83.0155452,1398000
01:35:42,55.0303931,83.0155452,1451892
01:35:57,55.0176723,83.003522,1450000
01:36:00,55.0303931,83.0155452,1948700
01:36:16,54.946917,82.973008,1250000
01:36:18,54.942858,82.963881,1600000
01:36:20,54.950903,82.962821,1720000
01:36:28,54.979454,83.05062,2400000
01:36:31,55.0078245,82.9674939,2600000
01:36:33,54.945609,82.96027,1550000
01:36:36,54.9439663,82.964339,950000
01:36:37,55.0303931,83.0155452,1141536
01:36:51,55.012889,83.000083,2200000
01:36:53,55.014108,83.0016615,1750000
01:36:55,55.0303931,83.0155452,906660
01:36:57,55.0303931,83.0155452,1948000
01:37:09,55.0333136,83.0250255,1560000
01:37:11,54.9471407,82.9585961,1600000
01:37:20,55.0139939,83.0033194,1430000
01:37:22,54.943893,82.96749,1250000
01:37:26,55.0303931,83.0155452,985310
01:37:28,55.0303931,83.0155452,1260000
01:37:31,54.9460168,82.9728021,1500000
01:37:32,55.017212,83.00393,1800000
01:37:32,55.0139939,83.0033194,1481000
01:37:38,55.0139939,83.0033194,1550000
01:37:38,54.950898,82.964348,1300000
01:37:40,55.029434,83.02724,2160000
01:37:41,55.0303931,83.0155452,1300000
01:37:44,55.04298,82.95115,4599000
01:37:44,55.0303931,83.0155452,1451000
01:37:45,55.013916,83.00329,1452000
01:37:47,55.0139939,83.0033194,1162000
01:37:48,54.945778,82.97078,1650000
01:37:49,54.942858,82.963881,1650000
01:37:50,55.0303931,83.0155452,975000
01:37:50,54.942853,82.96,1290000
01:37:57,54.943893,82.96749,1850000
01:37:58,55.0550516,82.9787913,2350000
01:38:00,55.0303931,83.0155452,1287122
01:38:00,54.9462196,82.9737747,1300000
01:38:01,55.013916,83.00329,1750000
01:38:01,55.013916,83.00329,1850000
01:38:03,55.0303931,83.0155452,906660
01:38:03,55.043345,83.001296,1850000
01:38:05,55.0303931,83.0155452,1500475
01:38:07,55.0303931,83.0155452,1316000
01:38:10,55.013916,83.00329,1905000
01:38:11,55.013916,83.00329,1421000
01:38:12,55.013916,83.00329,1350000
01:38:13,55.072726,82.967322,3070000
01:38:14,54.945778,82.97078,1050000
01:38:15,54.9446991,82.9679225,2550000
01:38:18,54.9936,82.90317,1050000
01:38:19,55.0303931,83.0155452,1260000
01:38:24,55.0550516,82.9787913,2350000
01:38:25,54.945423,82.970861,1100000
01:38:30,54.944926,82.973996,1770000
01:38:36,54.945423,82.970861,1350000
01:38:46,55.033085,83.0125,2650000
01:38:48,55.014108,83.0016615,1050000
01:38:58,55.0169091,83.0067324,2149000
01:39:00,55.017212,83.00393,2200000
01:39:15,54.944926,82.973996,1770000
01:39:17,55.049642,82.9873276,4000000
01:39:23,54.947372,82.972307,1300000
01:39:25,55.013916,83.00329,1100000
01:39:29,55.0303931,83.0155452,1436625
01:39:36,54.94443,82.95908,990000
01:39:37,54.945857,82.967924,1200000
01:39:41,54.943893,82.96749,1549000
01:39:41,55.0303931,83.0155452,1519630
01:39:43,54.9471407,82.9585961,1762500
01:39:46,55.0303931,83.0155452,940000
01:39:46,55.0135228,83.0027967,1600000
01:39:47,54.9471407,82.9585961,1762500
01:39:50,54.9471407,82.9585961,1007400
01:39:52,54.945236,82.961357,1922580
01:39:52,55.014108,83.0016615,1350000
01:39:55,54.9471407,82.9585961,2300000
01:39:55,55.0303931,83.0155452,1950000
01:39:57,55.018284,82.94221,8400000
01:39:58,54.95091,82.963806,1200000
01:39:59,54.9460168,82.9728021,1500000
01:40:00,55.039486,82.926835,9950000
01:40:00,55.8375299,37.4938337,7700000
01:40:00,54.944957,82.96274,1100000
01:40:02,55.031696,82.908424,11000000
01:40:02,55.02428,82.950766,3550000
01:40:05,54.94361,82.962845,1000000
01:40:05,55.012935,83.0045233,1450000
01:40:08,55.0144633,83.0020738,1320000
01:40:09,54.94623,82.97007,1450000
01:40:11,54.947786,82.970996,1000000
01:40:12,55.0144633,83.0020738,1650000
01:40:14,55.0207064,83.0061471,2200000
01:40:16,55.013916,83.00329,1250000
01:40:18,55.040224,82.972352,3600000
01:40:20,54.943893,82.96749,1600000
01:40:21,55.0303931,83.0155452,1301000
01:40:22,55.013916,83.00329,1450000
01:40:22,55.013916,83.00329,1948000
01:40:23,54.9471407,82.9585961,1168920
01:40:25,54.941999,82.96301,1390000
01:40:26,54.973217,82.85691,2063000
01:40:28,55.029301,82.910342,4200000
01:40:31,54.946917,82.973008,2150000
01:40:33,55.029503,83.02361,2050000
01:40:34,54.945443,82.96857,1320000
01:40:35,55.013916,83.00329,1948000
01:40:35,54.94443,82.95908,1700000
01:40:36,54.950898,82.964348,1458000
01:40:36,54.9471407,82.9585961,2009000
01:40:39,54.9436459,82.9649398,1780000
01:40:40,55.017756,83.003578,2150000
01:40:41,55.0176723,83.003522,1950000
01:40:41,54.946224,82.968031,1050000
01:40:43,55.0303931,83.0155452,1500000
01:40:45,55.013916,83.00329,1530000
01:40:47,55.017212,83.00393,1750000
01:40:48,55.017756,83.003578,2100000
01:40:49,54.941999,82.96301,1000000
01:40:51,55.055676,82.9696,2450000
01:40:51,54.944957,82.96274,1250000
01:40:52,55.0432175,82.9193051,2650000
01:40:52,54.9436459,82.9649398,1750000
01:40:53,54.950898,82.964348,1555000
01:40:54,55.012935,83.0045233,1270000
01:40:55,55.0303931,83.0155452,1457000
01:40:55,55.0144633,83.0020738,2250000
01:40:56,55.017756,83.003578,2150000
01:40:57,55.0144633,83.0020738,2250000
01:40:58,55.030681,83.0150316,1800000
01:40:59,55.0604496,82.9208513,4600000
01:40:59,54.99097,82.91194,3800000
01:41:00,54.945236,82.961357,1878000
01:41:00,55.0303931,83.0155452,906000
01:41:00,60.0604537,30.2767876,5319940
01:41:02,55.017756,83.003578,1300000
01:41:03,55.013916,83.00329,1392000
01:41:04,55.029434,83.02724,1560000
01:41:05,55.055269,82.94013,3750000
01:41:09,54.9460168,82.9728021,1200000
01:41:12,54.9462196,82.9737747,1250000
01:41:17,55.0303931,83.0155452,1148567
01:41:18,55.04924,82.89022,3600000
01:41:20,54.944957,82.96274,1400000
01:41:24,55.0348973,83.0254319,1800000
01:41:26,55.0303931,83.0155452,1162000
01:41:30,55.0128402,83.0018862,2050000
01:41:46,55.0176723,83.003522,2100000
01:41:48,55.04385,82.987206,4400000
01:41:49,54.9462196,82.9737747,1270000
01:41:49,55.0303931,83.0155452,1532400
01:41:53,55.0303931,83.0155452,940000
01:41:57,55.0169091,83.0067324,2150000
01:41:58,55.0348973,83.0254319,1320000
01:42:02,54.944957,82.96274,1350000
01:42:03,54.944993,82.962031,1700000
01:42:07,55.0408308,82.9309294,3900000
01:42:10,55.0303931,83.0155452,889000
01:42:12,55.0303931,83.0155452,995000
01:42:13,55.0139939,83.0033194,1141536
01:42:13,55.0128684,82.9999987,1970000
01:42:15,54.947786,82.970996,950000
01:42:16,55.0303931,83.0155452,1948970
01:42:17,54.9471407,82.9585961,1126000
01:42:28,55.0303931,83.0155452,1301804
01:42:28,55.017756,83.003578,2100000
01:42:32,54.946644,82.96875,1750000
01:42:37,55.0867118,82.6370542,1300000
01:42:37,55.0303931,83.0155452,1141000
01:42:38,54.94656,82.970744,1070000
01:42:40,54.94656,82.970744,1200000
01:42:43,54.9460168,82.9728021,1700000
01:42:47,55.020946,83.008599,2250000
01:42:49,54.94361,82.962845,1468000
01:42:51,55.013916,83.00329,1014000
01:42:52,54.94361,82.962845,1430000
01:42:53,54.9460168,82.9728021,1550000
01:42:55,54.9411466,82.9622915,1200000
01:42:56,55.073536,82.95262,3050000
01:42:57,54.94654,82.971405,1700000
01:43:01,54.983784,82.8181384,3650000
01:43:02,54.9457305,82.9618646,1176000
01:43:02,54.9439663,82.964339,1030000
01:43:04,54.9449409,82.971643,2550000
01:43:04,54.975925,83.096257,2190000
01:43:06,54.942853,82.96,1878000
01:43:07,54.947346,82.97016,1330000
